File accession	File format	File type	File format type	Output type	Experiment accession	Assay	Biosample term id	Biosample term name	Biosample type	Biosample organism	Biosample treatments	Biosample treatments amount	Biosample treatments duration	Biosample genetic modifications methods	Biosample genetic modifications categories	Biosample genetic modifications targets	Biosample genetic modifications gene targets	Biosample genetic modifications site coordinates	Biosample genetic modifications zygosity	Experiment target	Library made from	Library depleted in	Library extraction method	Library lysis method	Library crosslinking method	Library strand specific	Experiment date released	Project	RBNS protein concentration	Library fragmentation method	Library size range	Biological replicate(s)	Technical replicate	Read length	Mapped read length	Run type	Paired end	Paired with	Derived from	Size	Lab	md5sum	dbxrefs	File download URL	Assembly	Genome annotation	Platform	Controlled by	File Status	s3_uri	Audit WARNING	Audit INTERNAL_ACTION	Audit NOT_COMPLIANT	Audit ERROR
ENCFF704GXV	bam	bam		alignments	ENCSR080ISA	DNase-seq	UBERON:0007610	tibial artery	tissue	Homo sapiens											DNA						2017-10-01	ENCODE				1							ENCFF500UBP	5823787668	ENCODE Processing Pipeline	8f5f3c756192c67af50df927288bac0a		https://www.encodeproject.org/files/ENCFF704GXV/@@download/ENCFF704GXV.bam	hg19				released	s3://encode-public/2017/09/13/ca0002ac-aedd-43d7-ab5f-c2cc5f76ae27/ENCFF704GXV.bam				
ENCFF817QEH	bam	bam		alignments	ENCSR141IUS	DNase-seq	UBERON:0002048	lung	tissue	Homo sapiens											DNA						2017-12-13	ENCODE				1							ENCFF277SEJ	7676525264	ENCODE Processing Pipeline	d453ad46268a314ccdc951537873f590		https://www.encodeproject.org/files/ENCFF817QEH/@@download/ENCFF817QEH.bam	hg19				released	s3://encode-public/2017/12/03/05683d69-cd7c-42b7-8faf-3b25b1a0025c/ENCFF817QEH.bam				
ENCFF434AMR	bam	bam		alignments	ENCSR562FNN	DNase-seq	UBERON:0002107	liver	tissue	Homo sapiens											DNA						2017-12-13	ENCODE				2							ENCFF656EIL	6594487609	ENCODE Processing Pipeline	3d068236168830c6f9a94d5f0d8c5913		https://www.encodeproject.org/files/ENCFF434AMR/@@download/ENCFF434AMR.bam	hg19				released	s3://encode-public/2017/12/03/9baf1801-7903-4318-a176-ecfa60571bbd/ENCFF434AMR.bam				
ENCFF286KTV	bam	bam		alignments	ENCSR792ZXA	DNase-seq	UBERON:0002113	kidney	tissue	Homo sapiens											DNA						2017-12-13	ENCODE				1							ENCFF925IRL	8803806238	ENCODE Processing Pipeline	770fd292d6e1f4211ba57f1c423ed688		https://www.encodeproject.org/files/ENCFF286KTV/@@download/ENCFF286KTV.bam	hg19				released	s3://encode-public/2017/12/04/d8a1fcba-4788-4975-a91a-15fdb73b61ef/ENCFF286KTV.bam				
ENCFF885KJH	bam	bam		alignments	ENCSR792ZXA	DNase-seq	UBERON:0002113	kidney	tissue	Homo sapiens											DNA						2017-12-13	ENCODE				2							ENCFF885XJV	7716341242	ENCODE Processing Pipeline	ecc814f083beac53b32028367256c188		https://www.encodeproject.org/files/ENCFF885KJH/@@download/ENCFF885KJH.bam	hg19				released	s3://encode-public/2017/12/04/120111ba-2b67-42f0-8e43-17e3a996bad4/ENCFF885KJH.bam				
ENCFF346RZI	bam	bam		alignments	ENCSR552XJI	DNase-seq	UBERON:0001987	placenta	tissue	Homo sapiens											DNA						2017-12-13	ENCODE				1							ENCFF522IDL	6906889246	ENCODE Processing Pipeline	8db362d55bf7c7d13a4a236cfe89cb20		https://www.encodeproject.org/files/ENCFF346RZI/@@download/ENCFF346RZI.bam	hg19				released	s3://encode-public/2017/12/03/0529b612-e0a7-452c-87ae-375d34aa56b6/ENCFF346RZI.bam				
ENCFF513LVE	bam	bam		alignments	ENCSR278SKG	DNase-seq	UBERON:0006631	right atrium auricular region	tissue	Homo sapiens											DNA						2017-10-01	ENCODE				1							ENCFF939WIN	9419025511	ENCODE Processing Pipeline	cff0ad82c9f4c76641d3d77784779a55		https://www.encodeproject.org/files/ENCFF513LVE/@@download/ENCFF513LVE.bam	hg19				released	s3://encode-public/2017/09/19/6a200fbb-9515-4987-b032-e9a13b16e123/ENCFF513LVE.bam				
ENCFF920WJT	bam	bam		alignments	ENCSR060HPL	DNase-seq	UBERON:0001621	coronary artery	tissue	Homo sapiens											DNA						2017-10-01	ENCODE				1							ENCFF016IVM	7062689249	ENCODE Processing Pipeline	57c9c8d6113a76e22b61bff0f5f526fd		https://www.encodeproject.org/files/ENCFF920WJT/@@download/ENCFF920WJT.bam	hg19				released	s3://encode-public/2017/09/19/910111d8-b354-4c20-98f1-137ea0918bfe/ENCFF920WJT.bam				
ENCFF418NPG	bam	bam		alignments	ENCSR000ENS	DNase-seq	CL:0002552	fibroblast of gingiva	primary cell	Homo sapiens											DNA						2011-05-04	ENCODE				2							ENCFF050DKS	1109661703	ENCODE Processing Pipeline	dcba946948a038fdd5ccfe1df0cb16fd		https://www.encodeproject.org/files/ENCFF418NPG/@@download/ENCFF418NPG.bam	hg19				released	s3://encode-public/2017/12/03/fd76fced-6349-40ca-85e7-af1aeca7f27e/ENCFF418NPG.bam				
ENCFF578KIS	bam	bam		alignments	ENCSR000ENS	DNase-seq	CL:0002552	fibroblast of gingiva	primary cell	Homo sapiens											DNA						2011-05-04	ENCODE				1							ENCFF312NSX, ENCFF336JPE	18300499428	ENCODE Processing Pipeline	7315eb9354967a0fd9753f3ab3cf6778		https://www.encodeproject.org/files/ENCFF578KIS/@@download/ENCFF578KIS.bam	hg19				released	s3://encode-public/2017/12/03/4c4b85ea-628e-4fc6-bf87-fb61da1cc817/ENCFF578KIS.bam				
ENCFF896RVQ	bam	bam		alignments	ENCSR148VUP	DNase-seq	CL:0000837	hematopoietic multipotent progenitor cell	in vitro differentiated cells	Homo sapiens	interleukin-3, kit ligand, hydrocortisone succinate, erythropoietin		4 day								DNA						2015-08-31	ENCODE				1							ENCFF754WKT	12897365100	ENCODE Processing Pipeline	ca9559091ecd9f7b3430c256eb5dd528		https://www.encodeproject.org/files/ENCFF896RVQ/@@download/ENCFF896RVQ.bam	hg19				released	s3://encode-public/2017/09/10/380c71fd-6209-4752-b65a-49505f07aabe/ENCFF896RVQ.bam				
ENCFF640ALQ	bam	bam		alignments	ENCSR148VUP	DNase-seq	CL:0000837	hematopoietic multipotent progenitor cell	in vitro differentiated cells	Homo sapiens	interleukin-3, kit ligand, hydrocortisone succinate, erythropoietin		4 day								DNA						2015-08-31	ENCODE				2							ENCFF238ZML	15379044532	ENCODE Processing Pipeline	b772c2ed3be6ac5849be35b86dc185b6		https://www.encodeproject.org/files/ENCFF640ALQ/@@download/ENCFF640ALQ.bam	hg19				released	s3://encode-public/2017/09/10/48ec4b26-8a39-452d-bd01-d3b7684d0a84/ENCFF640ALQ.bam				
ENCFF177OOW	bam	bam		alignments	ENCSR066WZJ	DNase-seq	UBERON:0002113	kidney	tissue	Homo sapiens											DNA						2016-05-09	ENCODE				1							ENCFF667AMH	8184470694	ENCODE Processing Pipeline	7a7a5eb2296c6191000c40209c692054		https://www.encodeproject.org/files/ENCFF177OOW/@@download/ENCFF177OOW.bam	hg19				released	s3://encode-public/2017/09/06/01181c5f-ab1e-473e-9977-8d458d1caa51/ENCFF177OOW.bam				
ENCFF352BKQ	bam	bam		alignments	ENCSR664PKM	DNase-seq	UBERON:0000948	heart	tissue	Homo sapiens											DNA						2016-09-22	ENCODE				1							ENCFF226IOY	16296782437	ENCODE Processing Pipeline	28459e4655b577f171fd62164516a3b1		https://www.encodeproject.org/files/ENCFF352BKQ/@@download/ENCFF352BKQ.bam	hg19				released	s3://encode-public/2017/09/10/59b60cc7-ac2c-4539-9414-a2c4a5356b87/ENCFF352BKQ.bam				
ENCFF813XJE	bam	bam		alignments	ENCSR664PKM	DNase-seq	UBERON:0000948	heart	tissue	Homo sapiens											DNA						2016-09-22	ENCODE				2							ENCFF248WPX	10417552176	ENCODE Processing Pipeline	e14c59258395686b9f7848a6df698f15		https://www.encodeproject.org/files/ENCFF813XJE/@@download/ENCFF813XJE.bam	hg19				released	s3://encode-public/2017/09/10/172a226e-5bc6-4013-805e-088b46f4ed04/ENCFF813XJE.bam				
ENCFF896SYQ	bam	bam		alignments	ENCSR224FOA	DNase-seq	NTR:0001484	islet precursor cell	in vitro differentiated cells	Homo sapiens											DNA						2018-01-11	ENCODE				2							ENCFF973TVT	13137306025	ENCODE Processing Pipeline	0d93365bf9ee65edfc2a229a4ded9f6f		https://www.encodeproject.org/files/ENCFF896SYQ/@@download/ENCFF896SYQ.bam	hg19				released	s3://encode-public/2017/12/07/5b417b18-c955-43cc-8f37-864e4e4e12ef/ENCFF896SYQ.bam				
ENCFF184XKI	bam	bam		alignments	ENCSR163PKT	DNase-seq	UBERON:0000945	stomach	tissue	Homo sapiens											DNA						2017-10-01	ENCODE				1							ENCFF737LRX	9047933735	ENCODE Processing Pipeline	fff434469aff2dd0c7ed353f2f6e8150		https://www.encodeproject.org/files/ENCFF184XKI/@@download/ENCFF184XKI.bam	hg19				released	s3://encode-public/2017/09/18/ab5d1aca-d850-40ef-9d60-03575d9c6bb9/ENCFF184XKI.bam				
ENCFF629OKO	bam	bam		alignments	ENCSR760QZM	DNase-seq	UBERON:0001157	transverse colon	tissue	Homo sapiens											DNA						2017-10-02	ENCODE				1							ENCFF598AKN	7753267749	ENCODE Processing Pipeline	3b1e5848511fe403b3580fede71bb660		https://www.encodeproject.org/files/ENCFF629OKO/@@download/ENCFF629OKO.bam	hg19				released	s3://encode-public/2017/09/14/d754df4d-2178-4e57-afc5-1d13446a086b/ENCFF629OKO.bam				
ENCFF474HAC	bam	bam		alignments	ENCSR954AJK	DNase-seq	UBERON:0001211	Peyer's patch	tissue	Homo sapiens											DNA						2017-10-02	ENCODE				1							ENCFF544LTF	6615778054	ENCODE Processing Pipeline	4511c249eaeb5e6ee22304875b9d1551		https://www.encodeproject.org/files/ENCFF474HAC/@@download/ENCFF474HAC.bam	hg19				released	s3://encode-public/2017/09/19/1c1fe4f9-c52e-4945-aacf-45f24307ceba/ENCFF474HAC.bam				
ENCFF608VAX	bam	bam		alignments	ENCSR552RKI	DNase-seq	UBERON:0001987	placenta	tissue	Homo sapiens											DNA						2017-12-13	ENCODE				1							ENCFF586RRO	7251783945	ENCODE Processing Pipeline	ccc2869c21e44ca7ecf9a14017219ab8		https://www.encodeproject.org/files/ENCFF608VAX/@@download/ENCFF608VAX.bam	hg19				released	s3://encode-public/2017/12/03/f9e4b48b-ff5f-4050-ad94-13d26e52bfb1/ENCFF608VAX.bam				
ENCFF052KTV	bam	bam		alignments	ENCSR493IAY	DNase-seq	CL:0000837	hematopoietic multipotent progenitor cell	in vitro differentiated cells	Homo sapiens	interleukin-3, kit ligand, hydrocortisone succinate, erythropoietin		18 day								DNA						2016-05-09	ENCODE				1							ENCFF352YUI	11741134717	ENCODE Processing Pipeline	5a8cd6be44a0021591047e87b1892699		https://www.encodeproject.org/files/ENCFF052KTV/@@download/ENCFF052KTV.bam	hg19				released	s3://encode-public/2017/09/10/b8aaef75-e431-4562-b037-134ccafd2518/ENCFF052KTV.bam				
ENCFF073GNU	bam	bam		alignments	ENCSR859CZM	DNase-seq	UBERON:0002021	occipital lobe	tissue	Homo sapiens											DNA						2016-05-09	ENCODE				1							ENCFF566ZRA	16684722872	ENCODE Processing Pipeline	6d94fffe4c234a11af789d870c684d57		https://www.encodeproject.org/files/ENCFF073GNU/@@download/ENCFF073GNU.bam	hg19				released	s3://encode-public/2017/09/10/485f343a-1465-4bfd-a475-2da9f5802b60/ENCFF073GNU.bam				
ENCFF372VAD	bam	bam		alignments	ENCSR401ESD	DNase-seq	UBERON:0001323	tibial nerve	tissue	Homo sapiens											DNA						2017-10-01	ENCODE				1							ENCFF112BQF	8974438682	ENCODE Processing Pipeline	d3d10dfa0b5bf3e8b0b88aa474793b7b		https://www.encodeproject.org/files/ENCFF372VAD/@@download/ENCFF372VAD.bam	hg19				released	s3://encode-public/2017/09/20/51ca4214-d6be-4fb8-a9e4-6ab4f3199143/ENCFF372VAD.bam				
ENCFF730QML	bam	bam		alignments	ENCSR634YVQ	DNase-seq	NTR:0000487	HK-2	cell line	Homo sapiens											DNA						2018-05-09	ENCODE				1							ENCFF637SNY, ENCFF733NCN	3308487426	ENCODE Processing Pipeline	7226086694f33b4ca4ca2dda4b798296		https://www.encodeproject.org/files/ENCFF730QML/@@download/ENCFF730QML.bam	hg19				released	s3://encode-public/2018/05/07/b8842327-d5fd-45f0-9e96-541f0b60bedd/ENCFF730QML.bam				
ENCFF594WQM	bam	bam		alignments	ENCSR804RSI	DNase-seq	UBERON:0000948	heart	tissue	Homo sapiens											DNA						2016-05-09	ENCODE				1							ENCFF305SAH	9727029745	ENCODE Processing Pipeline	29a36e18d27c22f7b489cf49cd8f1494		https://www.encodeproject.org/files/ENCFF594WQM/@@download/ENCFF594WQM.bam	hg19				released	s3://encode-public/2017/09/06/41418f36-1685-4c30-addc-bc410e3e0d9f/ENCFF594WQM.bam				
ENCFF457XBM	bam	bam		alignments	ENCSR166KPV	DNase-seq	CL:0000223	endodermal cell	in vitro differentiated cells	Homo sapiens											DNA						2017-12-13	ENCODE				2							ENCFF066OAF	13990451917	ENCODE Processing Pipeline	58aeda1aa50919d82822d0d6933acca4		https://www.encodeproject.org/files/ENCFF457XBM/@@download/ENCFF457XBM.bam	hg19				released	s3://encode-public/2017/12/05/66fe21a2-a7d2-4cfb-b32b-451b990d9d0a/ENCFF457XBM.bam				
ENCFF598MTS	bam	bam		alignments	ENCSR166KPV	DNase-seq	CL:0000223	endodermal cell	in vitro differentiated cells	Homo sapiens											DNA						2017-12-13	ENCODE				1							ENCFF106NQV	8067573013	ENCODE Processing Pipeline	f7cd9f5580564994b4337caf1b83c3c0		https://www.encodeproject.org/files/ENCFF598MTS/@@download/ENCFF598MTS.bam	hg19				released	s3://encode-public/2017/12/05/2d071817-efb8-413e-899a-49fda0d0e73c/ENCFF598MTS.bam				
ENCFF885MKW	bam	bam		alignments	ENCSR274SDO	DNase-seq	NTR:0000529	right arm bone	tissue	Homo sapiens											DNA						2018-01-29	ENCODE				1							ENCFF395GFE	6120395637	ENCODE Processing Pipeline	3d23200a73b36fbb1d5c2967c1cdc3e3		https://www.encodeproject.org/files/ENCFF885MKW/@@download/ENCFF885MKW.bam	hg19				released	s3://encode-public/2018/01/21/0319bdb1-89c5-4646-98b4-15c20da1f59e/ENCFF885MKW.bam				
ENCFF572GHK	bam	bam		alignments	ENCSR449HOQ	DNase-seq	NTR:0000531	right leg bone	tissue	Homo sapiens											DNA						2018-01-29	ENCODE				1							ENCFF967XQZ	7311995416	ENCODE Processing Pipeline	9cd885febccace2e8f8d497d50db7b7e		https://www.encodeproject.org/files/ENCFF572GHK/@@download/ENCFF572GHK.bam	hg19				released	s3://encode-public/2018/01/22/55b7d3bf-d276-4064-95d0-90b6d8e098c4/ENCFF572GHK.bam				
ENCFF906KZN	bam	bam		alignments	ENCSR489NAM	DNase-seq	EFO:0006711	OCI-LY7	cell line	Homo sapiens											DNA						2015-08-31	ENCODE				1							ENCFF037NAS	10799120841	ENCODE Processing Pipeline	2a661507b5f1f2572255095c33925db3		https://www.encodeproject.org/files/ENCFF906KZN/@@download/ENCFF906KZN.bam	hg19				released	s3://encode-public/2017/09/10/82a8159b-bc4f-4431-9c8b-7c444629697b/ENCFF906KZN.bam				
ENCFF133BSL	bam	bam		alignments	ENCSR489NAM	DNase-seq	EFO:0006711	OCI-LY7	cell line	Homo sapiens											DNA						2015-08-31	ENCODE				2							ENCFF859XWR	8469423538	ENCODE Processing Pipeline	5478ad2aa4c527354ad37cd1bbf67e7e		https://www.encodeproject.org/files/ENCFF133BSL/@@download/ENCFF133BSL.bam	hg19				released	s3://encode-public/2017/09/10/37ff14dc-d5c5-4bd5-aca6-ce772c1d15d9/ENCFF133BSL.bam				
ENCFF446GVL	bam	bam		alignments	ENCSR000ENI	DNase-seq	CL:0002548	cardiac fibroblast	primary cell	Homo sapiens											DNA						2010-12-16	ENCODE				2							ENCFF928OJC	1472648625	ENCODE Processing Pipeline	3aec2d20eda4bdf4fea04255564e7ec5		https://www.encodeproject.org/files/ENCFF446GVL/@@download/ENCFF446GVL.bam	hg19				released	s3://encode-public/2017/12/01/a005f525-8d18-46fc-bdf5-f8efc0134cbf/ENCFF446GVL.bam				
ENCFF928KGL	bam	bam		alignments	ENCSR000ENI	DNase-seq	CL:0002548	cardiac fibroblast	primary cell	Homo sapiens											DNA						2010-12-16	ENCODE				1							ENCFF039XWI, ENCFF194CWO	18704290820	ENCODE Processing Pipeline	7a23a102701f1a9b8ec222e029c9bfbd		https://www.encodeproject.org/files/ENCFF928KGL/@@download/ENCFF928KGL.bam	hg19				released	s3://encode-public/2017/12/01/6b8618a6-a1f6-427f-80eb-f80d123db430/ENCFF928KGL.bam				
ENCFF494EYX	bam	bam		alignments	ENCSR020LUD	DNase-seq	CL:0000625	CD8-positive, alpha-beta T cell	primary cell	Homo sapiens											DNA						2013-07-31	Roadmap				1							ENCFF207TVB, ENCFF973JYD	35075606471	ENCODE Processing Pipeline	d3fdbf1bd7741cae03e402d9d4b8d4a7		https://www.encodeproject.org/files/ENCFF494EYX/@@download/ENCFF494EYX.bam	hg19				released	s3://encode-public/2017/12/06/aad356a9-66a8-4fad-941b-ff8e79849ca8/ENCFF494EYX.bam				
ENCFF962ATL	bam	bam		alignments	ENCSR976XOY	DNase-seq	NTR:0000528	left arm bone	tissue	Homo sapiens											DNA						2018-01-29	ENCODE				1							ENCFF653QAW	6143525691	ENCODE Processing Pipeline	e7d2b6c623ce40ef40842b165b5e8195		https://www.encodeproject.org/files/ENCFF962ATL/@@download/ENCFF962ATL.bam	hg19				released	s3://encode-public/2018/01/21/887402d4-d448-4e58-9cad-1f624330014d/ENCFF962ATL.bam				
ENCFF280FEL	bam	bam		alignments	ENCSR431UEM	DNase-seq	NTR:0000530	left leg bone	tissue	Homo sapiens											DNA						2018-01-29	ENCODE				1							ENCFF400QKA	5171564276	ENCODE Processing Pipeline	b3ee25d000e94aff3b2c4ff42c978073		https://www.encodeproject.org/files/ENCFF280FEL/@@download/ENCFF280FEL.bam	hg19				released	s3://encode-public/2018/01/21/fc990fdd-9490-4e32-9030-e695744d2aac/ENCFF280FEL.bam				
ENCFF138MRU	bam	bam		alignments	ENCSR346IHH	DNase-seq	EFO:0005698	Daoy	cell line	Homo sapiens											DNA						2015-08-18	ENCODE				2							ENCFF026PXO, ENCFF555ZHB	2488387561	ENCODE Processing Pipeline	24f28738971776740f3c4119bd691c93		https://www.encodeproject.org/files/ENCFF138MRU/@@download/ENCFF138MRU.bam	hg19				released	s3://encode-public/2017/09/08/49539cb4-6adc-4970-ba4f-1192576b5bc8/ENCFF138MRU.bam				
ENCFF447XGT	bam	bam		alignments	ENCSR346IHH	DNase-seq	EFO:0005698	Daoy	cell line	Homo sapiens											DNA						2015-08-18	ENCODE				1							ENCFF091RUS, ENCFF925QYN	10445279690	ENCODE Processing Pipeline	9a07448905f1b25ed0c1f1d11d7c4ddf		https://www.encodeproject.org/files/ENCFF447XGT/@@download/ENCFF447XGT.bam	hg19				released	s3://encode-public/2017/09/08/d670eed4-28a0-47fb-9b8c-1beac1512ffc/ENCFF447XGT.bam				
ENCFF031OGD	bam	bam		alignments	ENCSR621ENC	DNase-seq	UBERON:0000966	retina	tissue	Homo sapiens											DNA						2016-05-09	ENCODE				1							ENCFF726AUO	13222948908	ENCODE Processing Pipeline	de9a714291dc3c455e00f4c0988a2214		https://www.encodeproject.org/files/ENCFF031OGD/@@download/ENCFF031OGD.bam	hg19				released	s3://encode-public/2017/09/13/95eb45ac-0363-475f-9f20-b35fa6ed07e2/ENCFF031OGD.bam				
ENCFF191TSP	bam	bam		alignments	ENCSR621ENC	DNase-seq	UBERON:0000966	retina	tissue	Homo sapiens											DNA						2016-05-09	ENCODE				2							ENCFF128XEJ, ENCFF661ZST	4047861709	ENCODE Processing Pipeline	74ea4b98c75d8abb3e603d5e0784b99c		https://www.encodeproject.org/files/ENCFF191TSP/@@download/ENCFF191TSP.bam	hg19				released	s3://encode-public/2017/09/13/31ddb93c-ee6e-478c-ab41-ef35d3f7e8d4/ENCFF191TSP.bam				
ENCFF620UQL	bam	bam		alignments	ENCSR000EQF	DNase-seq	CL:0000899	T-helper 17 cell	primary cell	Homo sapiens											DNA						2012-07-23	ENCODE				1							ENCFF229LWQ, ENCFF341RZE	10063013758	ENCODE Processing Pipeline	ca648183dcc3f5a07207d0e516148b72		https://www.encodeproject.org/files/ENCFF620UQL/@@download/ENCFF620UQL.bam	hg19				released	s3://encode-public/2017/12/06/cc9679de-0328-4424-b57b-373db63e7ce8/ENCFF620UQL.bam				
ENCFF688JIJ	bam	bam		alignments	ENCSR704HNG	DNase-seq	CL:0000623	natural killer cell	primary cell	Homo sapiens											DNA						2013-07-31	Roadmap				1							ENCFF581TNV, ENCFF956HAU	37828921583	ENCODE Processing Pipeline	63a86fc918ddd73089248a4df256ee82		https://www.encodeproject.org/files/ENCFF688JIJ/@@download/ENCFF688JIJ.bam	hg19				released	s3://encode-public/2017/12/08/e2d98693-78ae-4da8-b9c4-67fcc6683a90/ENCFF688JIJ.bam				
ENCFF011UGW	bam	bam		alignments	ENCSR691MQJ	DNase-seq	EFO:0007749	EL	cell line	Homo sapiens											DNA						2016-08-11	ENCODE				2							ENCFF886AJZ	2348626951	ENCODE Processing Pipeline	80f7fa0271ffdb93864caba583d98388		https://www.encodeproject.org/files/ENCFF011UGW/@@download/ENCFF011UGW.bam	hg19				released	s3://encode-public/2017/09/08/91e2f283-9030-41a8-aa8d-053864004615/ENCFF011UGW.bam				
ENCFF120SOW	bam	bam		alignments	ENCSR691MQJ	DNase-seq	EFO:0007749	EL	cell line	Homo sapiens											DNA						2016-08-11	ENCODE				1							ENCFF183RXX, ENCFF321NDT	15364713540	ENCODE Processing Pipeline	950977197dae60cf9290c0de0355310e		https://www.encodeproject.org/files/ENCFF120SOW/@@download/ENCFF120SOW.bam	hg19				released	s3://encode-public/2017/09/08/9c0fed6d-9a38-487a-b02a-d4214126de12/ENCFF120SOW.bam				
ENCFF966RRR	bam	bam		alignments	ENCSR000FEK	DNase-seq	EFO:0005720	SK-MEL-5	cell line	Homo sapiens											DNA						2016-09-22	ENCODE				2							ENCFF144KYE	1948919236	ENCODE Processing Pipeline	e7d04c7d5b6ed87c4bdb8f2b26409b3c		https://www.encodeproject.org/files/ENCFF966RRR/@@download/ENCFF966RRR.bam	hg19				released	s3://encode-public/2017/09/12/b3cbdf83-c862-453a-822c-f01d59f52043/ENCFF966RRR.bam				
ENCFF438YGE	bam	bam		alignments	ENCSR000FEK	DNase-seq	EFO:0005720	SK-MEL-5	cell line	Homo sapiens											DNA						2016-09-22	ENCODE				1							ENCFF152CED, ENCFF551CYL	16992723496	ENCODE Processing Pipeline	3a9de1e9f211427eaba0752a458ed953		https://www.encodeproject.org/files/ENCFF438YGE/@@download/ENCFF438YGE.bam	hg19				released	s3://encode-public/2017/09/12/70bbc28b-e402-457a-b8b2-bbdbdcad1edf/ENCFF438YGE.bam				
ENCFF248KVP	bam	bam		alignments	ENCSR000FJL	DNase-seq	EFO:0005721	SK-N-DZ	cell line	Homo sapiens	dimethyl sulfoxide		72 hour								DNA						2016-09-22	ENCODE				2							ENCFF985OCO	1556329486	ENCODE Processing Pipeline	2ece39f069d3d40f0fdf945baf5577a5		https://www.encodeproject.org/files/ENCFF248KVP/@@download/ENCFF248KVP.bam	hg19				released	s3://encode-public/2017/09/14/f4239e43-3ab9-467d-b6a9-d686a20cdf25/ENCFF248KVP.bam				
ENCFF218CMT	bam	bam		alignments	ENCSR000FJL	DNase-seq	EFO:0005721	SK-N-DZ	cell line	Homo sapiens	dimethyl sulfoxide		72 hour								DNA						2016-09-22	ENCODE				1							ENCFF413XWW, ENCFF457EWH	21199356131	ENCODE Processing Pipeline	528e03a7f33cf68411a2daefc695cb38		https://www.encodeproject.org/files/ENCFF218CMT/@@download/ENCFF218CMT.bam	hg19				released	s3://encode-public/2017/09/14/a217612c-16cb-4bab-9c94-3ef4ed4c5ebf/ENCFF218CMT.bam				
ENCFF039LEJ	bam	bam		alignments	ENCSR820ICX	DNase-seq	UBERON:0000966	retina	tissue	Homo sapiens											DNA						2016-05-09	ENCODE				1							ENCFF837BGW	10490375924	ENCODE Processing Pipeline	f60ecf0eaf98e389ab7b613c49d934c1		https://www.encodeproject.org/files/ENCFF039LEJ/@@download/ENCFF039LEJ.bam	hg19				released	s3://encode-public/2017/09/08/76018441-0871-4480-ae12-30145a954046/ENCFF039LEJ.bam				
ENCFF152KTS	bam	bam		alignments	ENCSR501FWC	DNase-seq	UBERON:0002084	heart left ventricle	tissue	Homo sapiens											DNA						2016-05-09	ENCODE				2							ENCFF225JGI	7455257368	ENCODE Processing Pipeline	6ab1697e6b843796ec48ce6f3f014bd0		https://www.encodeproject.org/files/ENCFF152KTS/@@download/ENCFF152KTS.bam	hg19				released	s3://encode-public/2017/09/10/9a443636-e376-416c-be30-3bc9481000c1/ENCFF152KTS.bam				
ENCFF431JEL	bam	bam		alignments	ENCSR127PWK	DNase-seq	UBERON:0000970	eye	tissue	Homo sapiens											DNA						2015-08-31	ENCODE				1							ENCFF576AZZ, ENCFF636CGN	19160051638	ENCODE Processing Pipeline	69a41438b995f1bc79af01526b31a13f		https://www.encodeproject.org/files/ENCFF431JEL/@@download/ENCFF431JEL.bam	hg19				released	s3://encode-public/2017/09/10/c40eb694-8d89-4d8e-bc89-ac2c7ab74ffc/ENCFF431JEL.bam				
ENCFF499YOU	bam	bam		alignments	ENCSR813CKU	DNase-seq	UBERON:0001255	urinary bladder	tissue	Homo sapiens											DNA						2015-08-31	ENCODE				1							ENCFF564IHY	3097727542	ENCODE Processing Pipeline	9c48f258a168bee868a15ae09d38c317		https://www.encodeproject.org/files/ENCFF499YOU/@@download/ENCFF499YOU.bam	hg19				released	s3://encode-public/2017/09/06/0193e4b2-6ff2-4174-a32a-103d8b633761/ENCFF499YOU.bam				
ENCFF968VWA	bam	bam		alignments	ENCSR412NMI	DNase-seq	UBERON:0002079	left cardiac atrium	tissue	Homo sapiens											DNA						2017-10-23	ENCODE				1							ENCFF247JDN	3406891759	ENCODE Processing Pipeline	e239bde7f7d85b16e84db3f6c665a387		https://www.encodeproject.org/files/ENCFF968VWA/@@download/ENCFF968VWA.bam	hg19				released	s3://encode-public/2017/10/08/3b05228e-668e-4b4b-800f-881431631f0a/ENCFF968VWA.bam				
ENCFF807SCV	bam	bam		alignments	ENCSR595CSH	DNase-seq	UBERON:0000955	brain	tissue	Homo sapiens											DNA						2015-08-31	ENCODE				1							ENCFF077FPO	12259479559	ENCODE Processing Pipeline	ae5df37e33e8bda0d89fce65e9c57aea		https://www.encodeproject.org/files/ENCFF807SCV/@@download/ENCFF807SCV.bam	hg19				released	s3://encode-public/2017/09/08/526df62a-5eee-4c5d-80d4-67722f53c08a/ENCFF807SCV.bam				
ENCFF196CDZ	bam	bam		alignments	ENCSR595CSH	DNase-seq	UBERON:0000955	brain	tissue	Homo sapiens											DNA						2015-08-31	ENCODE				2							ENCFF041OPZ, ENCFF187FEV	7881523727	ENCODE Processing Pipeline	552b2a3b6d364a2decdac5a77498f034		https://www.encodeproject.org/files/ENCFF196CDZ/@@download/ENCFF196CDZ.bam	hg19				released	s3://encode-public/2017/09/08/4df6ad35-a558-4941-ba91-d3a456e647ea/ENCFF196CDZ.bam				
